Service Type,Prefix,Number Length,From,To,Status,Quantity,Allocatee,Allocation Date,Latest Holder,Latest Transfer Date,Current EROU holder,EROU assignment date,Numbering Area
Local rate,137,6,137729,137731,Spare,3,,,,,,,
Local rate,137,6,137733,137735,Spare,3,,,,,,,
Local rate,137,6,137737,137738,Spare,2,,,,,,,
Local rate,137,6,137740,137741,Spare,2,,,,,,,
Local rate,137,6,137743,137745,Spare,3,,,,,,,
Local rate,137,6,137747,137747,Spare,1,,,,,,,
Local rate,137,6,137749,137761,Spare,13,,,,,,,
Local rate,137,6,137763,137764,Spare,2,,,,,,,
Local rate,137,6,137766,137766,Spare,1,,,,,,,
Local rate,137,6,137769,137771,Spare,3,,,,,,,
Local rate,137,6,137773,137776,Spare,4,,,,,,,
Local rate,137,6,137778,137781,Spare,4,,,,,,,
Local rate,137,6,137783,137786,Spare,4,,,,,,,
Local rate,137,6,137789,137799,Spare,11,,,,,,,
Local rate,137,6,137801,137821,Spare,21,,,,,,,
Local rate,137,6,137825,137826,Spare,2,,,,,,,
Local rate,137,6,137830,137832,Spare,3,,,,,,,
Local rate,137,6,137835,137838,Spare,4,,,,,,,
Local rate,137,6,137840,137841,Spare,2,,,,,,,
Local rate,137,6,137844,137844,Spare,1,,,,,,,
Local rate,137,6,137846,137846,Spare,1,,,,,,,
Local rate,137,6,137849,137855,Spare,7,,,,,,,
Local rate,137,6,137857,137864,Spare,8,,,,,,,
Local rate,137,6,137866,137866,Spare,1,,,,,,,
Local rate,137,6,137869,137871,Spare,3,,,,,,,
Local rate,137,6,137874,137875,Spare,2,,,,,,,
Local rate,137,6,137878,137878,Spare,1,,,,,,,
Local rate,137,6,137880,137882,Spare,3,,,,,,,
Local rate,137,6,137884,137887,Spare,4,,,,,,,
Local rate,137,6,137889,137923,Spare,35,,,,,,,
Local rate,137,6,137925,137925,Spare,1,,,,,,,
Local rate,137,6,137928,137931,Spare,4,,,,,,,
Local rate,137,6,137933,137933,Spare,1,,,,,,,
Local rate,137,6,137935,137935,Spare,1,,,,,,,
Local rate,137,6,137938,137945,Spare,8,,,,,,,
Local rate,137,6,137947,137947,Spare,1,,,,,,,
Local rate,137,6,137949,137961,Spare,13,,,,,,,
Local rate,137,6,137963,137972,Spare,10,,,,,,,
Local rate,137,6,137975,137977,Spare,3,,,,,,,
Local rate,137,6,137979,137999,Spare,21,,,,,,,
Local rate,138,6,138002,138009,Spare,8,,,,,,,
Local rate,138,6,138011,138016,Spare,6,,,,,,,
Local rate,138,6,138018,138079,Spare,62,,,,,,,
Local rate,138,6,138081,138087,Spare,7,,,,,,,
Local rate,138,6,138089,138089,Spare,1,,,,,,,
Local rate,138,6,138091,138099,Spare,9,,,,,,,
Local rate,138,6,138101,138110,Spare,10,,,,,,,
Local rate,138,6,138112,138127,Spare,16,,,,,,,
Local rate,138,6,138129,138133,Spare,5,,,,,,,
Local rate,138,6,138135,138137,Spare,3,,,,,,,
Local rate,138,6,138140,138150,Spare,11,,,,,,,
Local rate,138,6,138152,138199,Spare,48,,,,,,,
Local rate,138,6,138201,138225,Spare,25,,,,,,,
Local rate,138,6,138228,138229,Spare,2,,,,,,,
Local rate,138,6,138231,138232,Spare,2,,,,,,,
Local rate,138,6,138234,138236,Spare,3,,,,,,,
Local rate,138,6,138239,138243,Spare,5,,,,,,,
Local rate,138,6,138246,138246,Spare,1,,,,,,,
Local rate,138,6,138248,138254,Spare,7,,,,,,,
Local rate,138,6,138256,138257,Spare,2,,,,,,,
Local rate,138,6,138259,138261,Spare,3,,,,,,,
Local rate,138,6,138263,138263,Spare,1,,,,,,,
Local rate,138,6,138265,138265,Spare,1,,,,,,,
Local rate,138,6,138267,138273,Spare,7,,,,,,,
Local rate,138,6,138276,138286,Spare,11,,,,,,,
Local rate,138,6,138289,138290,Spare,2,,,,,,,
Local rate,138,6,138293,138293,Spare,1,,,,,,,
Local rate,138,6,138295,138299,Spare,5,,,,,,,
Local rate,138,6,138301,138321,Spare,21,,,,,,,
Local rate,138,6,138326,138327,Spare,2,,,,,,,
Local rate,138,6,138329,138331,Spare,3,,,,,,,
Local rate,138,6,138334,138337,Spare,4,,,,,,,
Local rate,138,6,138339,138341,Spare,3,,,,,,,
Local rate,138,6,138343,138345,Spare,3,,,,,,,
Local rate,138,6,138347,138351,Spare,5,,,,,,,
Local rate,138,6,138353,138354,Spare,2,,,,,,,
Local rate,138,6,138358,138363,Spare,6,,,,,,,
Local rate,138,6,138369,138372,Spare,4,,,,,,,
Local rate,138,6,138374,138374,Spare,1,,,,,,,
Local rate,138,6,138379,138381,Spare,3,,,,,,,
Local rate,138,6,138384,138386,Spare,3,,,,,,,
Local rate,138,6,138389,138397,Spare,9,,,,,,,
Local rate,138,6,138399,138399,Spare,1,,,,,,,
Local rate,138,6,138401,138421,Spare,21,,,,,,,
Local rate,138,6,138425,138425,Spare,1,,,,,,,
Local rate,138,6,138429,138438,Spare,10,,,,,,,
Local rate,138,6,138440,138442,Spare,3,,,,,,,
Local rate,138,6,138445,138452,Spare,8,,,,,,,
Local rate,138,6,138456,138457,Spare,2,,,,,,,
Local rate,138,6,138459,138461,Spare,3,,,,,,,
Local rate,138,6,138464,138465,Spare,2,,,,,,,
Local rate,138,6,138467,138467,Spare,1,,,,,,,
Local rate,138,6,138470,138471,Spare,2,,,,,,,
Local rate,138,6,138475,138478,Spare,4,,,,,,,
Local rate,138,6,138480,138481,Spare,2,,,,,,,
Local rate,138,6,138483,138485,Spare,3,,,,,,,
Local rate,138,6,138488,138499,Spare,12,,,,,,,
Local rate,138,6,138501,138547,Spare,47,,,,,,,
Local rate,138,6,138549,138586,Spare,38,,,,,,,
Local rate,138,6,138588,138599,Spare,12,,,,,,,
Local rate,138,6,138601,138621,Spare,21,,,,,,,
Local rate,138,6,138623,138625,Spare,3,,,,,,,
Local rate,138,6,138628,138635,Spare,8,,,,,,,
Local rate,138,6,138637,138639,Spare,3,,,,,,,
Local rate,138,6,138641,138641,Spare,1,,,,,,,
Local rate,138,6,138644,138646,Spare,3,,,,,,,
Local rate,138,6,138649,138654,Spare,6,,,,,,,
Local rate,138,6,138656,138657,Spare,2,,,,,,,
Local rate,138,6,138659,138662,Spare,4,,,,,,,
Local rate,138,6,138664,138664,Spare,1,,,,,,,
Local rate,138,6,138666,138671,Spare,6,,,,,,,
Local rate,138,6,138673,138673,Spare,1,,,,,,,
Local rate,138,6,138675,138682,Spare,8,,,,,,,
Local rate,138,6,138685,138686,Spare,2,,,,,,,
Local rate,138,6,138690,138692,Spare,3,,,,,,,
Local rate,138,6,138694,138695,Spare,2,,,,,,,
Local rate,138,6,138698,138698,Spare,1,,,,,,,
Local rate,138,6,138700,138721,Spare,22,,,,,,,
Local rate,138,6,138725,138726,Spare,2,,,,,,,
Local rate,138,6,138729,138732,Spare,4,,,,,,,
Local rate,138,6,138734,138736,Spare,3,,,,,,,
Local rate,138,6,138738,138745,Spare,8,,,,,,,
Local rate,138,6,138748,138776,Spare,29,,,,,,,
Local rate,138,6,138778,138781,Spare,4,,,,,,,
Local rate,138,6,138784,138787,Spare,4,,,,,,,
Local rate,138,6,138789,138797,Spare,9,,,,,,,
Local rate,138,6,138799,138799,Spare,1,,,,,,,
Local rate,138,6,138801,138807,Spare,7,,,,,,,
Local rate,138,6,138809,138809,Spare,1,,,,,,,
Local rate,138,6,138814,138826,Spare,13,,,,,,,
Local rate,138,6,138829,138830,Spare,2,,,,,,,
Local rate,138,6,138832,138846,Spare,15,,,,,,,
Local rate,138,6,138848,138857,Spare,10,,,,,,,
Local rate,138,6,138859,138859,Spare,1,,,,,,,
Local rate,138,6,138861,138861,Spare,1,,,,,,,
Local rate,138,6,138865,138867,Spare,3,,,,,,,
Local rate,138,6,138869,138876,Spare,8,,,,,,,
Local rate,138,6,138879,138879,Spare,1,,,,,,,
Local rate,138,6,138883,138883,Spare,1,,,,,,,
Local rate,138,6,138885,138886,Spare,2,,,,,,,
Local rate,138,6,138890,138897,Spare,8,,,,,,,
Local rate,138,6,138899,138925,Spare,27,,,,,,,
Local rate,138,6,138927,138927,Spare,1,,,,,,,
Local rate,138,6,138929,138952,Spare,24,,,,,,,
Local rate,138,6,138954,138966,Spare,13,,,,,,,
Local rate,138,6,138968,138972,Spare,5,,,,,,,
Local rate,138,6,138974,138975,Spare,2,,,,,,,
Local rate,138,6,138977,138985,Spare,9,,,,,,,
Local rate,138,6,138987,138987,Spare,1,,,,,,,
Local rate,138,6,138989,138999,Spare,11,,,,,,,
Local rate,139,6,139001,139006,Spare,6,,,,,,,
Local rate,139,6,139008,139027,Spare,20,,,,,,,
Local rate,139,6,139030,139038,Spare,9,,,,,,,
Local rate,139,6,139040,139108,Spare,69,,,,,,,
Local rate,139,6,139110,139110,Spare,1,,,,,,,
Local rate,139,6,139112,139124,Spare,13,,,,,,,
Local rate,139,6,139126,139128,Spare,3,,,,,,,
Local rate,139,6,139130,139130,Spare,1,,,,,,,
Local rate,139,6,139135,139137,Spare,3,,,,,,,
Local rate,139,6,139140,139148,Spare,9,,,,,,,
Local rate,139,6,139150,139158,Spare,9,,,,,,,
Local rate,139,6,139160,139160,Spare,1,,,,,,,
Local rate,139,6,139162,139168,Spare,7,,,,,,,
Local rate,139,6,139170,139175,Spare,6,,,,,,,
Local rate,139,6,139177,139178,Spare,2,,,,,,,
Local rate,139,6,139180,139188,Spare,9,,,,,,,
Local rate,139,6,139191,139191,Spare,1,,,,,,,
Local rate,139,6,139193,139198,Spare,6,,,,,,,
Local rate,139,6,139200,139208,Spare,9,,,,,,,
Local rate,139,6,139210,139211,Spare,2,,,,,,,
Local rate,139,6,139213,139218,Spare,6,,,,,,,
Local rate,139,6,139220,139225,Spare,6,,,,,,,
Local rate,139,6,139227,139231,Spare,5,,,,,,,
Local rate,139,6,139233,139238,Spare,6,,,,,,,
Local rate,139,6,139240,139246,Spare,7,,,,,,,
Local rate,139,6,139250,139258,Spare,9,,,,,,,
Local rate,139,6,139260,139261,Spare,2,,,,,,,
Local rate,139,6,139263,139265,Spare,3,,,,,,,
Local rate,139,6,139267,139272,Spare,6,,,,,,,
Local rate,139,6,139275,139275,Spare,1,,,,,,,
Local rate,139,6,139280,139281,Spare,2,,,,,,,
Local rate,139,6,139284,139285,Spare,2,,,,,,,
Local rate,139,6,139288,139288,Spare,1,,,,,,,
Local rate,139,6,139290,139298,Spare,9,,,,,,,
Local rate,139,6,139301,139312,Spare,12,,,,,,,
Local rate,139,6,139314,139321,Spare,8,,,,,,,
Local rate,139,6,139324,139324,Spare,1,,,,,,,
Local rate,139,6,139326,139332,Spare,7,,,,,,,
Local rate,139,6,139334,139335,Spare,2,,,,,,,
Local rate,139,6,139337,139341,Spare,5,,,,,,,
Local rate,139,6,139343,139343,Spare,1,,,,,,,
Local rate,139,6,139345,139354,Spare,10,,,,,,,
Local rate,139,6,139356,139368,Spare,13,,,,,,,
Local rate,139,6,139370,139372,Spare,3,,,,,,,
Local rate,139,6,139374,139374,Spare,1,,,,,,,
Local rate,139,6,139379,139383,Spare,5,,,,,,,
Local rate,139,6,139385,139391,Spare,7,,,,,,,
Local rate,139,6,139393,139400,Spare,8,,,,,,,
Local rate,139,6,139402,139426,Spare,25,,,,,,,
Local rate,139,6,139428,139428,Spare,1,,,,,,,
Local rate,139,6,139430,139432,Spare,3,,,,,,,
Local rate,139,6,139435,139443,Spare,9,,,,,,,
Local rate,139,6,139445,139447,Spare,3,,,,,,,
Local rate,139,6,139449,139452,Spare,4,,,,,,,
Local rate,139,6,139454,139458,Spare,5,,,,,,,
Local rate,139,6,139460,139462,Spare,3,,,,,,,
Local rate,139,6,139464,139464,Spare,1,,,,,,,
Local rate,139,6,139466,139471,Spare,6,,,,,,,
Local rate,139,6,139473,139475,Spare,3,,,,,,,
Local rate,139,6,139478,139478,Spare,1,,,,,,,
Local rate,139,6,139480,139488,Spare,9,,,,,,,
Local rate,139,6,139490,139491,Spare,2,,,,,,,
Local rate,139,6,139493,139499,Spare,7,,,,,,,
Local rate,139,6,139501,139508,Spare,8,,,,,,,
Local rate,139,6,139510,139518,Spare,9,,,,,,,
Local rate,139,6,139520,139521,Spare,2,,,,,,,
Local rate,139,6,139523,139524,Spare,2,,,,,,,
Local rate,139,6,139526,139538,Spare,13,,,,,,,
Local rate,139,6,139540,139548,Spare,9,,,,,,,
Local rate,139,6,139551,139568,Spare,18,,,,,,,
Local rate,139,6,139570,139577,Spare,8,,,,,,,
Local rate,139,6,139579,139583,Spare,5,,,,,,,
Local rate,139,6,139585,139587,Spare,3,,,,,,,
Local rate,139,6,139589,139595,Spare,7,,,,,,,
Local rate,139,6,139597,139608,Spare,12,,,,,,,
Local rate,139,6,139610,139621,Spare,12,,,,,,,
Local rate,139,6,139623,139628,Spare,6,,,,,,,
Local rate,139,6,139630,139641,Spare,12,,,,,,,
Local rate,139,6,139643,139652,Spare,10,,,,,,,
Local rate,139,6,139654,139664,Spare,11,,,,,,,
Local rate,139,6,139667,139674,Spare,8,,,,,,,
Local rate,139,6,139677,139683,Spare,7,,,,,,,
Local rate,139,6,139685,139685,Spare,1,,,,,,,
Local rate,139,6,139687,139687,Spare,1,,,,,,,
Local rate,139,6,139689,139696,Spare,8,,,,,,,
Local rate,139,6,139698,139698,Spare,1,,,,,,,
Local rate,139,6,139701,139708,Spare,8,,,,,,,
Local rate,139,6,139710,139710,Spare,1,,,,,,,
Local rate,139,6,139712,139721,Spare,10,,,,,,,
Local rate,139,6,139724,139728,Spare,5,,,,,,,
Local rate,139,6,139730,139735,Spare,6,,,,,,,
Local rate,139,6,139738,139799,Spare,62,,,,,,,
Local rate,139,6,139801,139808,Spare,8,,,,,,,
Local rate,139,6,139810,139817,Spare,8,,,,,,,
Local rate,139,6,139819,139826,Spare,8,,,,,,,
Local rate,139,6,139828,139838,Spare,11,,,,,,,
Local rate,139,6,139840,139868,Spare,29,,,,,,,
Local rate,139,6,139870,139872,Spare,3,,,,,,,
Local rate,139,6,139874,139887,Spare,14,,,,,,,
Local rate,139,6,139889,139900,Spare,12,,,,,,,
Local rate,139,6,139902,139908,Spare,7,,,,,,,
Local rate,139,6,139910,139912,Spare,3,,,,,,,
Local rate,139,6,139914,139918,Spare,5,,,,,,,
Local rate,139,6,139920,139921,Spare,2,,,,,,,
Local rate,139,6,139923,139928,Spare,6,,,,,,,
Local rate,139,6,139930,139938,Spare,9,,,,,,,
Local rate,139,6,139940,139948,Spare,9,,,,,,,
Local rate,139,6,139950,139958,Spare,9,,,,,,,
Local rate,139,6,139960,139968,Spare,9,,,,,,,
Local rate,139,6,139970,139971,Spare,2,,,,,,,
Local rate,139,6,139973,139978,Spare,6,,,,,,,
Local rate,139,6,139980,139988,Spare,9,,,,,,,
Local rate,139,6,139990,139993,Spare,4,,,,,,,
Local rate,139,6,139995,139998,Spare,4,,,,,,,
